Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Midtown,40.754691102706225,-73.98166882730305,& Other Stories- Bryant Park,40.753574426119386,-73.98071168934318,Clothing Store
Midtown,40.754691102706225,-73.98166882730305,Le Carrousel in Bryant Park,40.75357445909334,-73.98397571726198,Theme Park Ride / Attraction
Midtown,40.754691102706225,-73.98166882730305,Penn Club of New York,40.7554,-73.98166,Hotel
Midtown,40.754691102706225,-73.98166882730305,Kellari Taverna NY,40.75543603139688,-73.98130808799384,Greek Restaurant
Midtown,40.754691102706225,-73.98166882730305,Barnes & Noble,40.755739,-73.978937,Bookstore
Midtown,40.754691102706225,-73.98166882730305,Belasco Theatre,40.7565480793502,-73.98392286690733,Theater
Midtown,40.754691102706225,-73.98166882730305,Maison Kayser,40.752361229901794,-73.98262560367584,Bakery
Midtown,40.754691102706225,-73.98166882730305,adidas,40.756221821894776,-73.97909389823302,Sporting Goods Shop
Midtown,40.754691102706225,-73.98166882730305,City of Saints,40.7550008134381,-73.98435269559269,Coffee Shop
Midtown,40.754691102706225,-73.98166882730305,Blue Bottle Coffee,40.753027,-73.98414,Coffee Shop
Midtown,40.754691102706225,-73.98166882730305,The North Face,40.75415218029105,-73.98051889688341,Sporting Goods Shop
Midtown,40.754691102706225,-73.98166882730305,Sunrise Mart,40.75261253559183,-73.98071412764527,Gourmet Shop
Midtown,40.754691102706225,-73.98166882730305,Yoga In The Park - Bryant Park,40.753967694676525,-73.98395742025114,Yoga Studio
Midtown,40.754691102706225,-73.98166882730305,BCBGMAXAZRIA,40.75231043299551,-73.9813569188118,Women's Store
Midtown,40.754691102706225,-73.98166882730305,Tommy Bahama Restaurant,40.755425227515545,-73.9791977405548,Hawaiian Restaurant
Midtown,40.754691102706225,-73.98166882730305,Café Zaiya,40.752492552725364,-73.98029116889106,Japanese Restaurant
Midtown,40.754691102706225,-73.98166882730305,Park Italian Gourmet,40.75667784618427,-73.98194763998217,Deli / Bodega
Midtown,40.754691102706225,-73.98166882730305,Ipanema Restaurant,40.756888012308224,-73.98083888623975,Brazilian Restaurant
Midtown,40.754691102706225,-73.98166882730305,MSK Cycle For Survival,40.753973603231486,-73.98017667861575,Gym / Fitness Center
Midtown,40.754691102706225,-73.98166882730305,db Bistro Moderne,40.7558295630196,-73.98235871805181,French Restaurant
Midtown,40.754691102706225,-73.98166882730305,Ikinari Steak,40.75678509151228,-73.98070229037901,Steakhouse
Midtown,40.754691102706225,-73.98166882730305,DiSO's Italian Sandwich Society,40.75481970621474,-73.98514075445732,Food Truck
Midtown,40.754691102706225,-73.98166882730305,Pret A Manger,40.754011880656904,-73.9820179252145,Sandwich Place
Midtown,40.754691102706225,-73.98166882730305,Lady M Cake Boutique,40.752818400311845,-73.98358047008514,Bakery
Midtown,40.754691102706225,-73.98166882730305,Town Optical,40.75530347324288,-73.9790450039969,Optical Shop
Midtown,40.754691102706225,-73.98166882730305,STK Midtown,40.75526151840718,-73.98288809343394,Steakhouse
Midtown,40.754691102706225,-73.98166882730305,Alterations.com Men's Tailor Shop,40.7550369,-73.979271,Tailor Shop
Midtown,40.754691102706225,-73.98166882730305,Pret A Manger,40.756712079972004,-73.98202165097709,Sandwich Place
Midtown,40.754691102706225,-73.98166882730305,Beautiful: The Carole King Musical,40.75608805608642,-73.98491173525122,Theater
Midtown,40.754691102706225,-73.98166882730305,SoulCycle Bryant Park,40.75442098671884,-73.98518696018371,Cycle Studio
Midtown,40.754691102706225,-73.98166882730305,Allegro Coffee Company,40.75453645610046,-73.98430530273227,Coffee Shop
Midtown,40.754691102706225,-73.98166882730305,Cava,40.75379240667664,-73.9819197912811,Mediterranean Restaurant
Midtown,40.754691102706225,-73.98166882730305,Stephen Sondheim Theatre,40.75606878911638,-73.98496284283048,Theater
Midtown,40.754691102706225,-73.98166882730305,Kwik Meal Cart,40.75685541111801,-73.98293119514854,Food Truck
Midtown,40.754691102706225,-73.98166882730305,Equinox Bryant Park,40.75468,-73.985466,Gym
Midtown,40.754691102706225,-73.98166882730305,Stone Bridge Pizza & Salad,40.752585764935624,-73.98045903500676,Pizza Place
Midtown,40.754691102706225,-73.98166882730305,Marlin Bar at Tommy Bahama,40.75566064486382,-73.97932064048541,Cocktail Bar
Midtown,40.754691102706225,-73.98166882730305,Chick-fil-A,40.757414,-73.981997,Fast Food Restaurant
Midtown,40.754691102706225,-73.98166882730305,La Colombe Torrefaction,40.75370209300254,-73.98532190814035,Coffee Shop
Midtown,40.754691102706225,-73.98166882730305,Dishes,40.755215306686765,-73.97886421796767,American Restaurant
Midtown,40.754691102706225,-73.98166882730305,Hudson Theatre,40.756908,-73.984503,Theater
Midtown,40.754691102706225,-73.98166882730305,Morton's The Steakhouse,40.75523448968516,-73.97878188199672,Steakhouse
Midtown,40.754691102706225,-73.98166882730305,moonflower spa,40.75266451887547,-73.98077834285962,Spa
Midtown,40.754691102706225,-73.98166882730305,Szechuan Gourmet,40.75219188809692,-73.9836416123759,Chinese Restaurant
Midtown,40.754691102706225,-73.98166882730305,Vitae,40.7555884,-73.9785483,American Restaurant
Midtown,40.754691102706225,-73.98166882730305,The Lambs Club,40.75661994528238,-73.98446467572164,American Restaurant
Midtown,40.754691102706225,-73.98166882730305,The Town Hall,40.75595104837311,-73.98449797618893,Concert Hall
Midtown,40.754691102706225,-73.98166882730305,SEPHORA,40.752906,-73.979959,Cosmetics Shop
Midtown,40.754691102706225,-73.98166882730305,Untamed Sandwiches,40.75261357922957,-73.98462717204859,Sandwich Place
Midtown,40.754691102706225,-73.98166882730305,The Kati Roll Company,40.75276760375483,-73.98493766784668,Indian Restaurant
Midtown,40.754691102706225,-73.98166882730305,Everybody Fights,40.75208707773447,-73.97944973218665,Boxing Gym
Midtown,40.754691102706225,-73.98166882730305,Paul Stuart,40.75474273426712,-73.97800091673079,Men's Store
Midtown,40.754691102706225,-73.98166882730305,Ease NY,40.75259809537069,-73.98050739684439,Massage Studio
Midtown,40.754691102706225,-73.98166882730305,L'ADRESSE,40.753765991448375,-73.98509625680835,Café
Midtown,40.754691102706225,-73.98166882730305,JOE & THE JUICE,40.75165837660134,-73.98032608389673,Juice Bar
Midtown,40.754691102706225,-73.98166882730305,Hyatt Centric - Times Square,40.75739571461923,-73.98422209549119,Hotel
Midtown,40.754691102706225,-73.98166882730305,Sushi Ginza Onodera,40.752471848211265,-73.98179167129307,Sushi Restaurant
Midtown,40.754691102706225,-73.98166882730305,Yankee Doodle Dandy's,40.757141542894566,-73.98202440761015,Food Truck
Midtown,40.754691102706225,-73.98166882730305,Pilates Reforming New York - 38th St,40.75268412396665,-73.9847300776219,Pilates Studio
Midtown,40.754691102706225,-73.98166882730305,SEPHORA,40.756895076519456,-73.97835278251875,Cosmetics Shop
Midtown,40.754691102706225,-73.98166882730305,Noy Skincare,40.75278772163461,-73.97914235272162,Spa
Midtown,40.754691102706225,-73.98166882730305,OOTOYA 大戸屋 (OOTOYA),40.75497346338808,-73.98610346565407,Japanese Restaurant
Midtown,40.754691102706225,-73.98166882730305,Jimmy's Corner,40.75669828942629,-73.98468991954745,Bar
Midtown,40.754691102706225,-73.98166882730305,Brooks Brothers,40.754262533343066,-73.97854313075698,Clothing Store
Murray Hill,40.748303077252174,-73.97833207924127,Ippodo Tea Co.,40.749757350648515,-73.9777326596245,Tea Room
Murray Hill,40.748303077252174,-73.97833207924127,Kajitsu,40.74976283974211,-73.97768769032828,Japanese Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Perk Kafe,40.747768,-73.977363,Coffee Shop
Murray Hill,40.748303077252174,-73.97833207924127,Sons of Thunder,40.74797027402464,-73.97575060170206,Hawaiian Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Uni K Wax Center,40.747276217738104,-73.97663168147119,Spa
Murray Hill,40.748303077252174,-73.97833207924127,Pod 39 Rooftop Bar,40.749300142910926,-73.97670163802239,Cocktail Bar
Murray Hill,40.748303077252174,-73.97833207924127,Little Alley,40.747326320874585,-73.9770164277044,Shanghai Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Momosan Ramen & Sake,40.749696372538395,-73.97724591942179,Ramen Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Pod 39 Hotel,40.749334153452835,-73.97660833694302,Hotel
Murray Hill,40.748303077252174,-73.97833207924127,Bedford & Co.,40.75040323863846,-73.97744945542509,Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Franchia,40.74754904507587,-73.981123802193,Vegetarian / Vegan Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,The Renwick Hotel,40.75019521536629,-73.97754549980164,Hotel
Murray Hill,40.748303077252174,-73.97833207924127,Lucid Cafe,40.748754,-73.977916,Coffee Shop
Murray Hill,40.748303077252174,-73.97833207924127,Rare View Rooftop,40.748438579881615,-73.97793522179205,Lounge
Murray Hill,40.748303077252174,-73.97833207924127,Shake Shack,40.74966574698551,-73.97571869830242,Burger Joint
Murray Hill,40.748303077252174,-73.97833207924127,The Jazz Room at The Kitano,40.74973078768824,-73.97999028370936,Jazz Club
Murray Hill,40.748303077252174,-73.97833207924127,Bareburger,40.746151934915,-73.97813209894593,Burger Joint
Murray Hill,40.748303077252174,-73.97833207924127,The Raines Law Room at The William,40.750487,-73.980146,Speakeasy
Murray Hill,40.748303077252174,-73.97833207924127,Salvation Taco,40.7494165815456,-73.97665246458435,Taco Place
Murray Hill,40.748303077252174,-73.97833207924127,The Kitano Hotel New York,40.74956656240437,-73.97967286535889,Hotel
Murray Hill,40.748303077252174,-73.97833207924127,Sarge's Delicatessen & Diner,40.74726357893965,-73.97705848354722,Jewish Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Rossinis,40.749056388003616,-73.97902929114717,Italian Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Chicken Provence,40.749111954189345,-73.97621366887762,French Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,The Morgan Library & Museum,40.74943288713704,-73.98167078577417,Museum
Murray Hill,40.748303077252174,-73.97833207924127,Num Pang Sandwich Shop,40.750522,-73.976124,Sandwich Place
Murray Hill,40.748303077252174,-73.97833207924127,Villa Berulia,40.74686337158743,-73.98061952888928,Italian Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Shelburne Hotel & Suites by Affinia,40.74841927463572,-73.97793978452682,Hotel
Murray Hill,40.748303077252174,-73.97833207924127,Tempura Matsui,40.7484611562686,-73.97497442973443,Japanese Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Scotty's Diner,40.74963497130765,-73.97731746980156,Diner
Murray Hill,40.748303077252174,-73.97833207924127,Zengo New York,40.7496676667236,-73.97563568364514,Latin American Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Wine:34,40.74655786723145,-73.9800598729882,Mediterranean Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Zuma New York,40.75052689410716,-73.980782390213,Japanese Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Blink Fitness Murray Hill,40.74956402751262,-73.97559068457986,Gym
Murray Hill,40.748303077252174,-73.97833207924127,Sophie's Cuban Cuisine,40.75056331810922,-73.97663563349062,Cuban Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Zucker's Bagels & Smoked Fish,40.75053251798501,-73.97686735767212,Bagel Shop
Murray Hill,40.748303077252174,-73.97833207924127,Park Avenue Tavern,40.75031,-73.9784,Bar
Murray Hill,40.748303077252174,-73.97833207924127,Scandinavia House,40.74928342395154,-73.97980868514539,Cultural Center
Murray Hill,40.748303077252174,-73.97833207924127,Cask Bar & Kitchen,40.745352451394794,-73.97917775564163,Pub
Murray Hill,40.748303077252174,-73.97833207924127,Pio Pio,40.74553544204786,-73.97762608657818,Peruvian Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Wokuni,40.7493491641517,-73.97749061176557,Japanese Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Caffe Bene,40.748874903335945,-73.97591800631133,Café
Murray Hill,40.748303077252174,-73.97833207924127,Middle Branch,40.745449348902994,-73.97937026605265,Speakeasy
Murray Hill,40.748303077252174,-73.97833207924127,Bagel Express,40.74989475953883,-73.97706448751802,Bagel Shop
Murray Hill,40.748303077252174,-73.97833207924127,Thread Salon,40.745408415949804,-73.97923566996792,Spa
Murray Hill,40.748303077252174,-73.97833207924127,Wolfgang's Steakhouse,40.746531281640806,-73.98195293767795,Steakhouse
Murray Hill,40.748303077252174,-73.97833207924127,Bon Bon Salon & Spa,40.748047122668254,-73.97642636939408,Salon / Barbershop
Murray Hill,40.748303077252174,-73.97833207924127,El Rio Grande,40.74824638438874,-73.97666968259017,Mexican Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Coban's Muay Thai Camp,40.75035504918938,-73.9815537946694,Martial Arts Dojo
Murray Hill,40.748303077252174,-73.97833207924127,Piccolo Cafe,40.749868248594524,-73.98146694599146,Italian Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Nomado 33,40.745619277524604,-73.97921832730745,Sushi Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Equinox Park Avenue,40.746093,-73.98135,Gym
Murray Hill,40.748303077252174,-73.97833207924127,Café China,40.7499796904135,-73.98223427700086,Chinese Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Ted's Corner Tavern,40.746212490437024,-73.9775213599205,Bar
Murray Hill,40.748303077252174,-73.97833207924127,European Wax Center,40.74537922208471,-73.97718323153906,Health & Beauty Service
Murray Hill,40.748303077252174,-73.97833207924127,Docks Oyster Bar,40.74948275836188,-73.97547112423915,Seafood Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Omar's Mediterranean Cuisine,40.751067569293106,-73.98095205319932,Mediterranean Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,la tarte flambée,40.74552701540355,-73.97949935201315,French Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Katagiri,40.75087050808319,-73.9767551161243,Grocery Store
Murray Hill,40.748303077252174,-73.97833207924127,2nd Ave Deli,40.745118,-73.97903,Jewish Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Taylor St. Baristas,40.75141927853027,-73.97976770103656,Coffee Shop
Murray Hill,40.748303077252174,-73.97833207924127,Dig Inn,40.75128684043439,-73.98038544069297,American Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Crunch - 34th Street,40.74503265187938,-73.97710514599794,Gym / Fitness Center
Murray Hill,40.748303077252174,-73.97833207924127,Murray Hill Market,40.74639457940594,-73.97966102783904,Deli / Bodega
Murray Hill,40.748303077252174,-73.97833207924127,Juice Generation,40.751412337284314,-73.9765369892121,Juice Bar
Murray Hill,40.748303077252174,-73.97833207924127,The Flying Cock,40.745327,-73.978281,Pub
Murray Hill,40.748303077252174,-73.97833207924127,Oaxaca Taqueria,40.74546552439759,-73.97940322262632,Taco Place
Murray Hill,40.748303077252174,-73.97833207924127,The Shakespeare,40.75051219751051,-73.98022770881653,Gastropub
Murray Hill,40.748303077252174,-73.97833207924127,Le Pain Quotidien,40.74648885048037,-73.98116648197168,Bakery
Murray Hill,40.748303077252174,-73.97833207924127,Grand Central Plaza,40.749639788507956,-73.97567103570407,Plaza
Murray Hill,40.748303077252174,-73.97833207924127,Pino,40.74537697530399,-73.97924050068795,Wine Bar
Murray Hill,40.748303077252174,-73.97833207924127,Alidoro,40.751171895559835,-73.98110662502059,Sandwich Place
Murray Hill,40.748303077252174,-73.97833207924127,New York Design Center,40.745460272300605,-73.98046429491397,Furniture / Home Store
Murray Hill,40.748303077252174,-73.97833207924127,Le Parisien,40.74536933917004,-73.97921877261759,French Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,Pret A Manger,40.750888437707104,-73.9785345011187,Sandwich Place
Murray Hill,40.748303077252174,-73.97833207924127,El Pote,40.74761767782473,-73.97387433686416,Spanish Restaurant
Murray Hill,40.748303077252174,-73.97833207924127,305 Fitness MIDTOWN,40.74679016051969,-73.98288534895833,Gym / Fitness Center
Murray Hill,40.748303077252174,-73.97833207924127,Benjamin Steakhouse,40.75183650705145,-73.97901046365405,Steakhouse
Murray Hill,40.748303077252174,-73.97833207924127,Sticky's Finger Joint,40.74505372839559,-73.97885964232785,Fried Chicken Joint
